Search Type,Time,Start,End,Number of Nodes,Path,Distance,Total Nodes Visited,Cost
DFS Recursive List,26,13,16,16,13->9->5->1->2->6->10->14->15->11->7->3->4->8->12->16,15,46
DFS Recrusive Matrix,31,13,16,14,13->9->5->1->2->3->4->8->7->6->10->11->12->16,13,240
DFS Iterative List,8,10,15,3,10->11->15,2,30
DFS Iterative Matrix,6,10,15,3,10->14->15,2,33
DFS Recursive List,15,10,15,9,10->6->2->1->5->9->13->14->15,8,45
DFS Recrusive Matrix,31,10,15,9,10->6->2->1->5->9->13->14->15,8,240
DFS Iterative List,5,6,7,2,6->7,1,5
DFS Iterative Matrix,10,6,7,2,6->7,1,193
DFS Recursive List,20,6,7,10,6->2->1->5->9->10->14->15->11->7,9,44
DFS Recrusive Matrix,33,6,7,8,6->2->1->5->9->10->11->7,7,240
DFS Iterative List,9,10,2,7,10->11->12->8->4->3->2,6,22
DFS Iterative Matrix,9,10,2,9,10->14->15->16->12->8->7->3->2,8,129
DFS Recursive List,12,10,2,3,10->6->2,2,45
DFS Recrusive Matrix,17,10,2,3,10->6->2,2,240
DFS Iterative List,7,11,6,7,11->12->8->4->3->2->6,6,21
DFS Iterative Matrix,4,11,6,7,11->15->14->13->9->5->6,6,113
DFS Recursive List,13,11,6,7,11->7->3->2->1->5->6,6,44
DFS Recrusive Matrix,27,11,6,7,11->7->3->2->1->5->6,6,240
DFS Iterative List,9,3,14,7,3->4->8->12->16->15->14,6,17
DFS Iterative Matrix,10,3,14,5,3->7->11->15->14,4,81
DFS Recursive List,11,3,14,9,3->2->1->5->6->10->9->13->14,8,45
DFS Recrusive Matrix,41,3,14,13,3->2->1->5->6->7->8->12->11->10->9->13->14,12,240
DFS Iterative List,238,9,12,6,9->13->14->15->16->12,5,14
DFS Iterative Matrix,18,9,12,6,9->13->14->15->16->12,5,81
DFS Recursive List,33,9,12,14,9->5->1->2->6->10->14->15->11->7->3->4->8->12,13,45
DFS Recrusive Matrix,32,9,12,12,9->5->1->2->3->4->8->7->6->10->11->12,11,240
DFS Iterative List,10,10,15,3,10->11->15,2,30
DFS Iterative Matrix,5,10,15,3,10->14->15,2,33
DFS Recursive List,15,10,15,9,10->6->2->1->5->9->13->14->15,8,45
DFS Recrusive Matrix,25,10,15,9,10->6->2->1->5->9->13->14->15,8,240
DFS Iterative List,17,13,6,8,13->14->15->16->12->8->7->6,7,21
DFS Iterative Matrix,6,13,6,8,13->14->15->16->12->8->7->6,7,113
DFS Recursive List,17,13,6,6,13->9->5->1->2->6,5,44
DFS Recrusive Matrix,28,13,6,10,13->9->5->1->2->3->4->8->7->6,9,240
DFS Iterative List,9,10,15,3,10->11->15,2,30
DFS Iterative Matrix,4,10,15,3,10->14->15,2,33
